07:21:38.312949,166,166
07:21:38.436787,168,168
07:21:38.638725,157,157
07:21:38.777365,141,141
07:21:38.979238,148,148
07:21:39.132995,158,158
07:21:39.293772,167,167
07:21:39.472632,165,165
07:21:39.613289,163,163
07:21:39.788902,144,144
07:21:39.961936,156,156
07:21:40.135874,161,161
07:21:40.289147,159,159
07:21:40.477218,168,168
07:21:40.616595,173,173
07:21:40.792780,166,166
07:21:40.943357,168,168
07:21:41.148730,166,166
07:21:41.289311,156,156
07:21:41.463778,165,165
07:21:41.632249,163,163
07:21:41.769665,166,166
07:21:41.961516,164,164
07:21:42.134315,164,164
07:21:42.304545,165,165
07:21:42.476126,167,167
07:21:42.653223,163,163
07:21:42.797147,162,162
07:21:42.965031,164,164
07:21:43.138304,164,164
07:21:43.284664,162,162
07:21:43.483364,166,166
07:21:45.980087,164,164
07:21:46.140663,161,161
07:21:46.320291,166,166
07:21:46.426187,166,166
07:21:46.640699,162,162
07:21:46.784724,166,166
07:21:46.985646,155,155
07:21:47.112846,154,154
07:21:47.312268,165,165
07:21:47.456805,145,145
07:21:47.649542,153,153
07:21:47.782085,157,157
07:21:47.987787,154,154
07:21:48.125062,159,159
07:21:48.282979,160,160
07:21:48.434365,156,156
07:21:48.614267,166,166
07:21:48.770584,162,162
07:21:48.959780,164,164
07:21:49.112536,162,162
07:21:49.295161,166,166
07:21:49.436897,166,166
07:21:49.628417,165,165
07:21:49.764163,161,161
07:21:49.945116,123,123
07:21:50.117242,121,121
07:21:50.268857,121,121
07:21:50.451606,131,131
07:21:50.584671,131,131
07:21:50.789515,124,124
07:21:50.979853,137,137
07:21:51.114878,143,143
07:21:51.315778,135,135
07:21:51.451768,150,150
07:21:51.607637,149,149
07:21:51.766245,147,147
07:21:51.975414,141,141
07:21:52.124985,144,144
07:21:52.291115,126,126
07:21:52.480206,119,119
07:21:52.584664,123,123
07:21:52.794605,122,122
07:21:52.957892,125,125
07:21:53.123361,133,133
07:21:53.284173,140,140
07:21:53.428944,142,142
07:21:53.591536,142,142
07:21:53.754191,147,147
07:21:53.947657,154,154
07:21:54.081315,164,164
07:21:54.269853,161,161
07:21:54.442787,160,160
07:21:54.575945,163,163
07:21:54.746909,157,157
07:21:54.929229,154,154
07:21:55.096573,161,161
07:21:55.271196,160,160
07:21:55.419420,163,163
07:21:55.632678,171,171
07:21:55.754701,169,169
07:21:55.958252,174,174
07:21:56.081354,171,171
07:21:56.287269,173,173
07:21:56.465262,172,172
07:21:56.630923,172,172
07:21:56.785718,172,172
07:21:56.931393,165,165
07:21:57.107309,168,168
07:21:57.282400,174,174
07:21:57.478612,173,173
07:21:57.642421,184,184
07:21:57.799973,197,197
07:21:57.945734,204,204
07:21:58.109371,201,201
07:21:58.245712,162,162
07:21:58.437346,160,160
07:21:58.596763,163,163
07:21:58.773998,159,159
07:21:58.935053,166,166
07:21:59.092770,177,177
07:21:59.260221,182,182
07:21:59.477838,181,181
07:21:59.622232,165,165
07:21:59.777745,149,149
07:21:59.976323,159,159
07:22:00.101824,165,165
07:22:00.297502,149,149
07:22:00.453223,145,145
07:22:00.626592,157,157
07:22:00.805583,178,178
07:22:01.008072,189,189
07:22:01.107304,188,188
07:22:01.286037,179,179
07:22:01.465914,184,184
07:22:01.608125,187,187
07:22:01.767877,189,189
07:22:01.960777,177,177
07:22:02.111733,167,167
07:22:02.280122,158,158
07:22:02.450903,153,153
07:22:02.601343,164,164
07:22:02.788061,170,170
07:22:02.947249,179,179
07:22:03.142788,176,176
07:22:03.250200,171,171
07:22:03.452052,164,164
07:22:03.601589,165,165
07:22:03.786136,178,178
07:22:03.952675,189,189
07:22:04.120834,198,198
07:22:04.272024,194,194
07:22:04.412981,189,189
07:22:04.605520,178,178
07:22:04.785421,171,171
07:22:04.953536,170,170
07:22:05.117955,157,157
07:22:05.258124,160,160
07:22:05.448776,161,161
07:22:05.598317,157,157
07:22:05.764629,151,151
07:22:05.928288,151,151
07:22:06.099915,148,148
07:22:06.299544,145,145
07:22:06.413834,139,139
07:22:06.601730,136,136
07:22:06.767518,141,141
07:22:06.912859,141,141
07:22:07.080411,130,130
07:22:07.266691,131,131
07:22:07.447957,138,138
07:22:07.584726,156,156
07:22:07.811127,166,166
07:22:07.951948,152,152
07:22:08.144865,143,143
07:22:08.279793,138,138
07:22:08.475963,149,149
07:22:08.587587,143,143
07:22:08.794255,155,155
07:22:08.935369,173,173
07:22:09.137969,206,206
07:22:09.282246,198,198
07:22:09.460810,202,202
07:22:09.603085,189,189
07:22:09.774760,179,179
07:22:09.960321,187,187
07:22:10.112749,189,189
07:22:10.268736,191,191
07:22:10.453519,189,189
07:22:10.607096,182,182
07:22:10.781965,182,182
07:22:10.938782,181,181
07:22:11.106281,177,177
07:22:11.298784,184,184
07:22:11.458093,183,183
07:22:11.579561,178,178
07:22:11.783613,186,186
07:22:11.931299,191,191
07:22:12.109007,195,195
07:22:12.279323,191,191
07:22:12.412926,189,189
07:22:12.596994,184,184
07:22:12.763171,174,174
07:22:12.943075,172,172
07:22:13.061188,172,172
07:22:13.213258,169,169
07:22:13.441659,166,166
07:22:13.608486,162,162
07:22:13.759248,160,160
07:22:13.933189,167,167
07:22:14.088737,175,175
07:22:14.291608,184,184
07:22:14.441617,183,183
07:22:14.585813,182,182
07:22:14.751721,187,187
07:22:14.944705,194,194
07:22:15.082017,190,190
07:22:15.279611,187,187
07:22:15.406845,185,185
07:22:15.591333,180,180
07:22:15.744956,189,189
07:22:15.933547,187,187
07:22:16.104849,185,185
07:22:16.258991,184,184
07:22:16.435968,178,178
07:22:16.604197,184,184
07:22:16.768138,178,178
07:22:16.940201,178,178
07:22:17.095526,180,180
07:22:17.286896,174,174
07:22:17.421723,178,178
07:22:17.616531,180,180
07:22:17.769321,171,171
07:22:17.948788,175,175
07:22:18.110833,173,173
07:22:18.286661,172,172
07:22:18.429180,172,172
07:22:18.600080,177,177
07:22:18.771587,174,174
07:22:18.953351,172,172
07:22:19.089843,165,165
07:22:19.196206,153,153
07:22:19.410220,155,155
07:22:19.594687,160,160
07:22:19.765791,171,171
07:22:19.929631,182,182
07:22:20.096104,174,174
07:22:20.233072,171,171
07:22:20.448972,173,173
07:22:20.622071,165,165
07:22:20.761554,150,150
07:22:20.935060,161,161
07:22:21.086652,166,166
07:22:21.249125,177,177
07:22:21.423285,188,188
07:22:21.608971,183,183
07:22:21.765748,181,181
07:22:21.942214,181,181
07:22:22.120941,176,176
07:22:22.285794,161,161
07:22:22.435299,166,166
07:22:22.614318,160,160
07:22:22.773936,180,180
07:22:22.925590,185,185
07:22:23.110996,176,176
07:22:23.269505,164,164
07:22:23.460434,160,160
07:22:23.611636,164,164
07:22:23.805892,171,171
07:22:23.916270,168,168
07:22:24.101858,174,174
07:22:24.277498,176,176
07:22:24.446993,179,179
07:22:24.584920,176,176
07:22:24.795423,163,163
07:22:24.920179,152,152
07:22:25.082001,155,155
07:22:25.263242,140,140
07:22:25.424235,144,144
07:22:25.606410,143,143
07:22:25.809543,158,158
07:22:25.975397,178,178
07:22:26.112258,149,149
07:22:26.261096,144,144
07:22:26.473774,137,137
07:22:26.618152,134,134
07:22:26.808516,130,130
07:22:26.965849,135,135
07:22:27.117626,131,131
07:22:27.273217,142,142
07:22:27.430856,140,140
07:22:27.613816,136,136
07:22:27.762306,129,129
07:22:27.959550,139,139
07:22:28.122893,148,148
07:22:28.264708,136,136
07:22:28.449213,132,132
07:22:28.609098,142,142
07:22:28.762665,133,133
07:22:28.892022,148,148
07:22:29.115567,151,151
07:22:29.263252,157,157
07:22:29.412544,143,143
07:22:29.561110,145,145
07:22:29.713423,139,139
07:22:29.890612,132,132
07:22:30.076313,133,133
07:22:30.283363,148,148
07:22:30.444532,147,147
07:22:30.603785,160,160
07:22:30.756808,174,174
07:22:30.935572,158,158
07:22:31.062223,114,114
07:22:31.280014,100,100
07:22:31.404975,88,88
07:22:31.597218,103,103
07:22:31.771797,102,102
07:22:31.938247,106,106
07:22:32.115330,123,123
07:22:32.308363,141,141
07:22:32.446403,145,145
07:22:32.618950,151,151
07:22:32.772006,140,140
07:22:32.954506,132,132
07:22:33.090262,129,129
07:22:33.309911,135,135
07:22:33.425855,135,135
07:22:33.625777,128,128
07:22:33.786186,123,123
07:22:33.875703,96,96
07:22:34.062741,97,97
07:22:34.282418,105,105
07:22:34.423746,116,116
07:22:34.546649,129,129
07:22:34.720881,120,120
07:22:34.944375,127,127
07:22:35.097975,138,138
07:22:35.237777,128,128
07:22:35.459106,127,127
07:22:35.545766,126,126
07:22:35.721153,133,133
07:22:35.886173,143,143
07:22:36.109061,150,150
07:22:36.218762,146,146
07:22:36.414593,135,135
07:22:36.578814,143,143
07:22:36.768119,145,145
07:22:36.935290,141,141
07:22:37.093827,145,145
07:22:37.280503,148,148
07:22:37.424911,148,148
07:22:37.637694,148,148
07:22:37.769413,146,146
07:22:37.926498,142,142
07:22:38.117206,143,143
07:22:38.287431,147,147
07:22:38.409384,153,153
07:22:38.641592,151,151
07:22:38.747208,147,147
07:22:38.960762,145,145
07:22:39.113005,145,145
07:22:39.289834,149,149
07:22:39.442385,146,146
07:22:39.601795,142,142
07:22:39.761766,147,147
07:22:39.946511,145,145
07:22:40.092041,144,144
07:22:40.260785,141,141
07:22:40.447259,158,158
07:22:40.639394,146,146
07:22:40.785889,147,147
07:22:40.978904,155,155
07:22:41.095383,149,149
07:22:41.299645,149,149
07:22:41.468394,150,150
07:22:41.611662,147,147
07:22:41.759539,150,150
07:22:41.944291,138,138
07:22:42.101433,143,143
07:22:42.287871,134,134
07:22:42.425505,140,140
07:22:42.582697,152,152
07:22:42.786195,153,153
07:22:42.949906,152,152
07:22:43.136049,151,151
07:22:43.320044,147,147
07:22:43.423113,145,145
07:22:43.603971,145,145
07:22:43.764209,145,145
07:22:43.939860,145,145
07:22:44.109045,139,139
07:22:44.282766,131,131
07:22:44.443231,133,133
07:22:44.592698,137,137
