00:00:06.983235,3,159,188,77
00:00:09.482803,3,160,189,77
00:00:11.982638,3,160,189,77
00:00:14.484251,3,160,190,77
00:00:16.983157,3,160,189,77
10:58:27.129976,3,160,191,77
10:58:29.629750,3,160,189,77
10:58:32.130615,3,160,190,77
10:58:34.630749,3,159,190,77
10:58:37.130825,3,160,190,77
10:58:39.630093,3,160,189,77
10:58:42.130913,3,159,190,77
10:58:44.630995,3,160,190,77
10:58:47.130882,3,160,191,77
10:58:49.631103,3,160,189,77
10:58:52.130563,3,160,191,77
10:58:54.631376,3,160,191,77
10:58:57.131255,3,160,190,77
10:58:59.631114,3,160,190,77
10:59:02.131947,3,159,190,77
10:59:04.631909,3,160,190,77
10:59:07.131258,3,160,190,77
10:59:09.632015,3,160,191,77
10:59:12.131392,3,160,191,77
10:59:14.631975,3,160,191,77
10:59:17.132217,3,160,191,77
10:59:19.631920,3,160,191,77
10:59:22.131990,3,160,190,77
10:59:24.632604,3,160,190,77
10:59:27.131973,3,159,190,77
10:59:29.632251,3,160,190,77
10:59:32.132608,3,160,191,77
10:59:34.632304,3,160,190,77
10:59:37.132892,3,160,193,77
10:59:39.632570,3,160,190,77
10:59:42.132977,3,159,190,77
10:59:44.632922,3,160,189,77
10:59:47.133446,3,160,191,77
10:59:49.633728,3,160,190,77
10:59:52.132964,3,160,191,77
10:59:54.633747,3,160,195,77
10:59:57.133023,3,160,189,77
10:59:59.633194,3,160,192,77
11:00:02.133123,3,160,190,77
11:00:04.633828,3,159,191,77
11:00:07.133728,3,160,189,77
11:00:09.633451,3,160,190,77
11:00:12.134050,3,160,191,77
11:00:14.633621,3,160,191,77
11:00:17.133991,3,160,190,77
11:00:19.634403,3,160,191,77
11:00:22.134228,3,160,190,77
11:00:24.634192,3,160,192,77
11:00:27.134045,3,160,190,77
11:00:29.634552,3,160,189,77
11:00:32.135257,3,160,190,77
11:00:34.634544,3,160,190,77
11:00:37.134819,3,160,192,77
11:00:39.635527,3,159,190,77
11:00:42.135001,3,160,190,77
11:00:44.634797,3,160,191,77
11:00:47.134920,3,160,191,77
11:00:49.635277,3,160,191,77
11:00:52.135123,3,160,189,77
11:00:54.635756,3,160,191,77
11:00:57.135905,3,160,189,77
11:00:59.636011,3,160,189,77
11:01:02.135360,3,160,191,77
11:01:04.635510,3,159,191,77
11:01:07.136188,3,159,190,77
11:01:09.635771,3,160,192,77
11:01:12.136049,3,160,191,77
11:01:14.636236,3,160,189,77
11:01:17.136824,3,160,191,77
11:01:19.636107,3,161,190,77
11:01:22.136533,3,160,191,77
11:01:24.636889,3,160,190,77
11:01:27.136391,3,160,190,77
11:01:29.636750,3,159,190,77
11:01:32.136976,3,160,191,77
11:01:34.636562,3,159,191,77
11:01:37.136970,3,160,190,77
11:01:39.636977,3,161,190,77
11:01:42.137265,3,160,189,77
11:01:44.637857,3,160,191,77
11:01:47.137521,3,160,190,77
11:01:49.637635,3,160,190,77
11:01:52.138007,3,161,191,77
11:01:54.637584,3,160,192,77
11:01:57.138192,3,160,190,77
11:01:59.637884,3,160,191,77
11:02:02.137614,3,159,191,77
11:02:04.637881,3,160,190,77
11:02:07.138648,3,160,189,77
11:02:09.637972,3,160,190,78
11:02:12.137936,3,160,190,78
11:02:14.638666,3,161,190,78
11:02:17.138518,3,160,190,78
11:02:19.639001,3,160,190,78
11:02:22.138975,3,161,190,78
11:02:24.639117,3,160,191,78
11:02:27.139498,3,160,191,78
11:02:29.638949,3,160,192,78
11:02:32.139639,3,160,191,78
11:02:34.639475,3,161,190,78
11:02:37.139791,3,160,190,78
11:02:39.638949,3,160,191,78
11:02:42.139561,3,160,190,78
11:02:44.639470,3,160,191,78
11:02:47.139993,3,160,191,78
11:02:49.640329,3,161,190,78
11:02:52.139979,3,159,190,78
11:02:54.639788,3,161,191,78
11:02:57.140290,3,161,190,78
11:02:59.640079,3,160,191,78
11:03:02.139999,3,160,191,78
11:03:04.640954,3,161,190,78
11:03:07.140462,3,161,191,78
11:03:09.640147,3,161,189,78
11:03:12.140524,3,161,191,78
11:03:14.640604,3,160,191,78
11:03:17.140892,3,160,191,78
11:03:19.640784,3,161,191,78
11:03:22.141551,3,160,191,78
11:03:24.641405,3,161,191,78
11:03:27.140977,3,161,190,78
11:03:29.641079,3,160,191,78
11:03:32.141005,3,160,191,78
11:03:34.641300,3,161,189,78
11:03:37.141153,3,161,191,78
